stop_id,stop_name,stop_lat,stop_lon,zone
4764,MASJID TENGKU INTAN SYAFINAZ,6.178303,100.372069,
4765,PEJABAT PENGHULU TITI GAJAH / TMN BERLIAN / TMN KANCIL,6.174756,100.369394,
4766,TMN SELADANG,6.1701,100.368158,
4767,PANTAI JOHOR,6.168561,100.368267,
4768,PETRONAS ALOR MERAH / SMK T.A MALIK,6.158886,100.369108,
4769,APARTMENT KCS,6.154344,100.369364,
4770,KEDAH MEDICAL CENTRE,6.149078,100.369844,
4771,WISMA DARUL AMAN,6.144878,100.370197,
4772,STADIUM DARUL AMAN CP,6.137431,100.369894,
4773,STADIUM DARUL AMAN 1,6.137431,100.369894,
4774,PETRONAS LEBUHRAYA DARUL AMAN,6.133608,100.36885,
4775,PETRONAS LEBUHRAYA DARUL AMAN 1,6.133608,100.36885,
4776,WISMA KANCUT,6.128514,100.367611,
4777,WISMA KANCUT 1,6.128514,100.367611,
4778,MENARA ALOR SETAR,6.124519,100.366919,
4779,HOSPITAL ALOR SETAR 1,6.142969,100.370403,
4780,KLINIK DESA GUAR SANJI,6.418822,100.275172,
4783,KG BATU BERTANGKUP,6.550456,100.285647,
5726,KRAFTANGAN MALAYSA KEDAH,6.189653,100.409392,
5857,KPJ KANGAR,6.440113,100.194303,
6044,Hentian Masjid Alwi,6.44073,100.198747,
6045,Hentian Seberang Institut Pendidikan Guru Perlis,6.430094,100.218298,
6046,Hentian Puspakom Arau,6.440824,100.233731,
6047,Hentian Timur Sek Keb Jejawi,6.44565,100.230266,
6048,Hentian Simpang SRITI Al Furqan,6.455563,100.234416,
6049,Hentian SK Dato Kayaman,6.498885,100.246468,
6050,Hentian Selatan SMK Dato Jaafar Hassan,6.524185,100.261747,
6051,Hentian Pintu Utama SMK Dato Jaafar Hassan,6.525043,100.262092,
6052,Hentian Simpang Kilang Gula,6.551896,100.279493,
6053,Hentian SK Batu Bertangkup,6.552399,100.280895,
6054,Hentian Pondok Polis Chuping,6.54298,100.295972,
6055,Hentian Kilang Gula MSM Utama,6.543067,100.318189,
6205,HENTIAN OPPOSITE BUKIT JERNIH,6.536493,100.267745,
6343,TERMINAL BUKIT LAGI,6.434569,100.191981,
6344,HENTIAN MASJID NURUL HUDA,6.494117,100.339267,
6347,KAYANGAN SQUARE,6.44,100.194147,
6348,HOTEL PUTRA REGENCY PERLIS,6.443869,100.203289,
6349,TMN SENA / TMN SIMPANG TIGA,6.445828,100.207816,
6350,MASJID REPOH,6.446558,100.214953,
6351,TMN REPOH INDAH / TMN MIDIN INDAH,6.4455,100.225344,
6352,MASJID MUHAMMADI,6.445119,100.235144,
6353,UNIVERSITI MALAYSIA PERLIS JEJAWI,6.445678,100.245042,
6354,SK KUBANG GAJAH / ALOR ARA,6.446208,100.250311,
6355,BATAS LIKU,6.441561,100.266189,
6356,SMK DATO SHEIKH AHMAD,6.439044,100.267142,
6357,TMN BUNGA KEKWA,6.439031,100.270919,
6358,TMN PADANG NYU 1,6.458058,100.271147,
6359,MASJID ASSOBIRIN,6.465136,100.276283,
6360,RUMAH KANAK-KANAK ARAU,6.467232,100.283519,
6390,SIMPANG KOLEJ MATRIKULASI ARAU,6.4411529,100.27509,
